Year,Country,Economy (GDP per Capita),Family or social support,Health (Life Expectancy),Freedom to make life choices,Trust (Government Corruption),Generosity
2017,Togo,0.305444717,0.43188253,0.247105569,0.380426139,0.095665015,0.196896151
2017,Rwanda,0.368745893,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029
2017,Syria,0.777153134,0.396102607,0.500533342,0.081539445,0.151347131,0.493663728
2017,Tanzania,0.511135876,1.041989803,0.364509284,0.390017778,0.066035107,0.354256362
2017,Burundi,0.091622569,0.629793584,0.151610792,0.059900753,0.084147945,0.204435185
2017,World Average,1.009041279,1.207154871,0.572907324,0.41308946,0.124163933,0.248152012
2018,Finland,1.305,1.592,0.874,0.681,0.393,0.202
2018,Norway,1.456,1.582,0.861,0.686,0.34,0.286
2018,Denmark,1.351,1.59,0.868,0.683,0.408,0.284
2018,Iceland,1.343,1.644,0.914,0.677,0.138,0.353
2018,Switzerland,1.42,1.549,0.927,0.66,0.357,0.256
2018,Netherlands,1.361,1.488,0.878,0.638,0.295,0.333
2018,Canada,1.33,1.532,0.896,0.653,0.291,0.321
2018,New Zealand,1.268,1.601,0.876,0.669,0.389,0.365
2018,Sweden,1.355,1.501,0.913,0.659,0.383,0.285
2018,Australia,1.34,1.573,0.91,0.647,0.302,0.361
2018,United Kingdom,1.244,1.433,0.888,0.464,0.082,0.262
2018,Austria,1.341,1.504,0.891,0.617,0.224,0.242
2018,Costa Rica,1.01,1.459,0.817,0.632,0.101,0.143
2018,Ireland,1.448,1.583,0.876,0.614,0.306,0.307
2018,Germany,1.34,1.474,0.861,0.586,0.28,0.273
2018,Belgium,1.324,1.483,0.894,0.583,0.24,0.188
2018,Luxembourg,1.576,1.52,0.896,0.632,0.321,0.196
2018,United States,1.398,1.471,0.819,0.547,0.133,0.291
2018,Israel,1.301,1.559,0.883,0.533,0.272,0.354
2018,United Arab Emirates,2.096,0.776,0.67,0.284,N/A,0.186
2018,Czech Republic,1.233,1.489,0.854,0.543,0.034,0.064
2018,Malta,1.27,1.525,0.884,0.645,0.142,0.376
2018,France,1.293,1.466,0.908,0.52,0.176,0.098
2018,Mexico,1.038,1.252,0.761,0.479,0.095,0.069
2018,Chile,1.131,1.331,0.808,0.431,0.061,0.197
2018,Taiwan,1.365,1.436,0.857,0.418,0.078,0.151
2018,Panama,1.112,1.438,0.759,0.597,0.063,0.125
2018,Brazil,0.986,1.474,0.675,0.493,0.088,0.11
2018,Argentina,1.073,1.468,0.744,0.57,0.054,0.062
2018,Guatemala,0.781,1.268,0.608,0.604,0.071,0.179
2018,Uruguay,1.093,1.459,0.771,0.625,0.155,0.13
2018,Qatar,1.649,1.303,0.748,0.654,0.171,0.256
2018,Saudi Arabia,1.379,1.331,0.633,0.509,0.127,0.098
2018,Singapore,1.529,1.451,1.008,0.631,0.457,0.261
2018,Malaysia,1.161,1.258,0.669,0.356,0.059,0.311
2018,Spain,1.251,1.538,0.965,0.449,0.074,0.142
2018,Colombia,0.96,1.439,0.635,0.531,0.039,0.099
2018,Slovakia,1.21,1.537,0.776,0.354,0.014,0.118
2018,El Salvador,0.806,1.231,0.639,0.461,0.082,0.065
2018,Nicaragua,0.668,1.319,0.7,0.527,0.128,0.208
2018,Poland,1.176,1.448,0.781,0.546,0.064,0.108
2018,Bahrain,1.338,1.366,0.698,0.594,0.123,0.243
2018,Uzbekistan,0.719,1.584,0.605,0.724,0.259,0.328
2018,Kuwait,1.474,1.301,0.675,0.554,0.106,0.167
2018,Thailand,1.016,1.417,0.707,0.637,0.029,0.364
2018,Italy,1.264,1.501,0.946,0.281,0.028,0.137
2018,Ecuador,0.889,1.33,0.736,0.556,0.12,0.114
2018,Lithuania,1.197,1.527,0.716,0.35,0.006,0.026
2018,Slovenia,1.219,1.506,0.856,0.633,0.051,0.16
2018,Romania,1.116,1.219,0.726,0.528,0.001,0.088
2018,Latvia,1.148,1.454,0.671,0.363,0.066,0.092
2018,Japan,1.294,1.462,0.988,0.553,0.15,0.079
2018,Mauritius,1.09,1.387,0.684,0.584,0.05,0.245
2018,Jamaica,0.819,1.493,0.693,0.575,0.031,0.096
2018,South Korea,1.266,1.204,0.955,0.244,0.051,0.175
2018,Russia,1.151,1.479,0.599,0.399,0.025,0.065
2018,Kazakhstan,1.143,1.516,0.631,0.454,0.121,0.148
2018,Cyprus,1.229,1.191,0.909,0.423,0.035,0.202
2018,Bolivia,0.751,1.223,0.508,0.606,0.054,0.141
2018,Estonia,1.2,1.532,0.737,0.553,0.174,0.086
2018,Paraguay,0.835,1.522,0.615,0.541,0.074,0.162
2018,Peru,0.934,1.249,0.674,0.53,0.034,0.092
2018,Kosovo,0.855,1.23,0.578,0.448,0.023,0.274
2018,Moldova,0.657,1.301,0.62,0.232,0,0.171
2018,Turkmenistan,1.016,1.533,0.517,0.417,0.037,0.199
2018,Hungary,1.171,1.401,0.732,0.259,0.022,0.061
2018,Libya,0.985,1.35,0.553,0.496,0.148,0.116
2018,Philippines,0.775,1.312,0.513,0.643,0.105,0.12
2018,Honduras,0.62,1.205,0.622,0.459,0.074,0.197
2018,Belarus,1.039,1.498,0.7,0.307,0.154,0.101
2018,Turkey,1.148,1.38,0.686,0.324,0.109,0.106
2018,Pakistan,0.652,0.81,0.424,0.334,0.113,0.216
2018,Hong Kong,1.405,1.29,1.03,0.524,0.291,0.246
2018,Portugal,1.188,1.429,0.884,0.562,0.017,0.055
2018,Serbia,0.975,1.369,0.685,0.288,0.043,0.134
2018,Greece,1.154,1.202,0.879,0.131,0.044,0
2018,Lebanon,0.965,1.179,0.785,0.503,0.136,0.214
2018,Montenegro,1.017,1.279,0.729,0.259,0.081,0.111
2018,Croatia,1.115,1.161,0.737,0.38,0.039,0.12
2018,Dominican Republic,0.982,1.441,0.614,0.578,0.106,0.12
2018,Algeria,0.979,1.154,0.687,0.077,0.135,0.055
2018,Morocco,0.779,0.797,0.669,0.46,0.074,0.026
2018,China,0.989,1.142,0.799,0.597,0.103,0.029
2018,Azerbaijan,1.024,1.161,0.603,0.43,0.176,0.031
2018,Tajikistan,0.474,1.166,0.598,0.292,0.034,0.187
2018,Jordan,0.822,1.265,0.645,0.468,0.134,0.13
2018,Nigeria,0.689,1.172,0.048,0.462,0.032,0.201
2018,Kyrgyzstan,0.53,1.416,0.594,0.54,0.035,0.281
2018,Bosnia and Herzegovina,0.915,1.078,0.758,0.28,0,0.216
2018,Mongolia,0.914,1.517,0.575,0.395,0.032,0.253
2018,Vietnam,0.715,1.365,0.702,0.618,0.079,0.177
2018,Indonesia,0.899,1.215,0.522,0.538,0.018,0.484
2018,Bhutan,0.796,1.335,0.527,0.541,0.171,0.364
2018,Cameroon,0.535,0.891,0.182,0.454,0.043,0.183
2018,Bulgaria,1.054,1.515,0.712,0.359,0.009,0.064
2018,Nepal,0.425,1.228,0.539,0.526,0.078,0.302
2018,Venezuela,0.996,1.469,0.657,0.133,0.052,0.056
2018,Gabon,1.036,1.164,0.404,0.356,0.052,0.032
2018,Palestinian Territories,0.642,1.217,0.602,0.266,0.076,0.086
2018,South Africa,0.94,1.41,0.33,0.516,0.056,0.103
2018,Iran,1.059,0.771,0.691,0.459,0.129,0.282
2018,Ivory Coast,0.541,0.872,0.08,0.467,0.103,0.146
2018,Ghana,0.592,0.896,0.337,0.499,0.029,0.212
2018,Senegal,0.429,1.117,0.433,0.406,0.082,0.138
2018,Tunisia,0.9,0.906,0.69,0.271,0.063,0.04
2018,Albania,0.916,0.817,0.79,0.419,0.032,0.149
2018,Sierra Leone,0.256,0.813,0,0.355,0.053,0.238
2018,Congo (Brazzaville),0.682,0.811,0.343,0.514,0.077,0.091
2018,Bangladesh,0.532,0.85,0.579,0.58,0.144,0.153
2018,Sri Lanka,0.918,1.314,0.672,0.585,0.05,0.307
2018,Iraq,1.01,0.971,0.536,0.304,0.095,0.148
2018,Mali,0.37,1.233,0.152,0.367,0.056,0.139
2018,Cambodia,0.549,1.088,0.457,0.696,0.065,0.256
2018,Burkina Faso,0.314,1.097,0.254,0.312,0.128,0.175
2018,Egypt,0.885,1.025,0.553,0.312,0.107,0.092
2018,Kenya,0.493,1.048,0.454,0.504,0.055,0.352
2018,Zambia,0.562,1.047,0.295,0.503,0.082,0.221
2018,Mauritania,0.557,1.245,0.292,0.129,0.093,0.134
2018,Ethiopia,0.308,0.95,0.391,0.452,0.146,0.22
2018,Georgia,0.853,0.592,0.643,0.375,0.215,0.038
2018,Armenia,0.816,0.99,0.666,0.26,0.028,0.077
2018,Myanmar,0.682,1.174,0.429,0.58,0.178,0.598
2018,Chad,0.358,0.907,0.053,0.189,0.06,0.181
2018,Congo (Kinshasa),0.069,1.136,0.204,0.312,0.052,0.197
2018,India,0.721,0.747,0.485,0.539,0.093,0.172
2018,Niger,0.131,0.867,0.221,0.39,0.099,0.175
2018,Uganda,0.322,1.09,0.237,0.45,0.061,0.259
2018,Benin,0.378,0.372,0.24,0.44,0.067,0.163
2018,Ukraine,0.793,1.413,0.609,0.163,0.011,0.187
2018,Togo,0.259,0.474,0.253,0.434,0.101,0.158
2018,Guinea,0.344,0.792,0.211,0.394,0.094,0.185
2018,Madagascar,0.262,0.908,0.402,0.221,0.049,0.155
2018,Zimbabwe,0.357,1.094,0.248,0.406,0.099,0.132
2018,Afghanistan,0.332,0.537,0.255,0.085,0.036,0.191
2018,Botswana,1.017,1.174,0.417,0.557,0.092,0.042
2018,Malawi,0.186,0.541,0.306,0.531,0.08,0.21
2018,Haiti,0.315,0.714,0.289,0.025,0.104,0.392
2018,Liberia,0.076,0.858,0.267,0.419,0.03,0.206
2018,Syria,0.689,0.382,0.539,0.088,0.144,0.376
2018,Rwanda,0.332,0.896,0.4,0.636,0.444,0.2
2018,Yemen,0.442,1.073,0.343,0.244,0.064,0.083
2018,Tanzania,0.455,0.991,0.381,0.481,0.097,0.27
2018,Burundi,0.091,0.627,0.145,0.065,0.076,0.149
2018,World Average,0.915300699,1.231503497,0.619629371,0.459020979,0.112457746,0.182062937
2019,Finland,1.34,1.587,0.986,0.596,0.393,0.153
2019,Denmark,1.383,1.573,0.996,0.592,0.41,0.252
2019,Norway,1.488,1.582,1.028,0.603,0.341,0.271
2019,Iceland,1.38,1.624,1.026,0.591,0.118,0.354
2019,Netherlands,1.396,1.522,0.999,0.557,0.298,0.322
2019,Switzerland,1.452,1.526,1.052,0.572,0.343,0.263
2019,Sweden,1.387,1.487,1.009,0.574,0.373,0.267
2019,New Zealand,1.303,1.557,1.026,0.585,0.38,0.33
2019,Canada,1.365,1.505,1.039,0.584,0.308,0.285
2019,Austria,1.376,1.475,1.016,0.532,0.226,0.244
2019,Australia,1.372,1.548,1.036,0.557,0.29,0.332
2019,Costa Rica,1.034,1.441,0.963,0.558,0.093,0.144
2019,Israel,1.276,1.455,1.029,0.371,0.082,0.261
2019,Luxembourg,1.609,1.479,1.012,0.526,0.316,0.194
2019,United Kingdom,1.333,1.538,0.996,0.45,0.278,0.348
2019,Ireland,1.499,1.553,0.999,0.516,0.31,0.298
2019,Germany,1.373,1.454,0.987,0.495,0.265,0.261
2019,Belgium,1.356,1.504,0.986,0.473,0.21,0.16
2019,United States,1.433,1.457,0.874,0.454,0.128,0.28
2019,Czech Republic,1.269,1.487,0.92,0.457,0.036,0.046
2019,United Arab Emirates,1.503,1.31,0.825,0.598,0.182,0.262
2019,Malta,1.3,1.52,0.999,0.564,0.151,0.375
2019,Mexico,1.07,1.323,0.861,0.433,0.073,0.074
2019,France,1.324,1.472,1.045,0.436,0.183,0.111
2019,Taiwan,1.368,1.43,0.914,0.351,0.097,0.242
2019,Chile,1.159,1.369,0.92,0.357,0.056,0.187
2019,Guatemala,0.8,1.269,0.746,0.535,0.078,0.175
2019,Saudi Arabia,1.403,1.357,0.795,0.439,0.132,0.08
2019,Qatar,1.684,1.313,0.871,0.555,0.167,0.22
2019,Spain,1.286,1.484,1.062,0.362,0.079,0.153
2019,Panama,1.149,1.442,0.91,0.516,0.054,0.109
2019,Brazil,1.004,1.439,0.802,0.39,0.086,0.099
2019,Uruguay,1.124,1.465,0.891,0.523,0.15,0.127
2019,Singapore,1.572,1.463,1.141,0.556,0.453,0.271
2019,El Salvador,0.794,1.242,0.789,0.43,0.074,0.093
2019,Italy,1.294,1.488,1.039,0.231,0.03,0.158
2019,Bahrain,1.362,1.368,0.871,0.536,0.11,0.255
2019,Slovakia,1.246,1.504,0.881,0.334,0.014,0.121
2019,Poland,1.206,1.438,0.884,0.483,0.05,0.117
2019,Uzbekistan,0.745,1.529,0.756,0.631,0.24,0.322
2019,Lithuania,1.238,1.515,0.818,0.291,0.042,0.043
2019,Colombia,0.985,1.41,0.841,0.47,0.034,0.099
2019,Slovenia,1.258,1.523,0.953,0.564,0.057,0.144
2019,Nicaragua,0.694,1.325,0.835,0.435,0.127,0.2
2019,Kosovo,0.882,1.232,0.758,0.489,0.006,0.262
2019,Argentina,1.092,1.432,0.881,0.471,0.05,0.066
2019,Romania,1.162,1.232,0.825,0.462,0.005,0.083
2019,Cyprus,1.263,1.223,1.042,0.406,0.041,0.19
2019,Ecuador,0.912,1.312,0.868,0.498,0.087,0.126
2019,Kuwait,1.5,1.319,0.808,0.493,0.097,0.142
2019,Thailand,1.05,1.409,0.828,0.557,0.028,0.359
2019,Latvia,1.187,1.465,0.812,0.264,0.064,0.075
2019,South Korea,1.301,1.219,1.036,0.159,0.056,0.175
2019,Estonia,1.237,1.528,0.874,0.495,0.161,0.103
2019,Jamaica,0.831,1.478,0.831,0.49,0.028,0.107
2019,Mauritius,1.12,1.402,0.798,0.498,0.06,0.215
2019,Japan,1.327,1.419,1.088,0.445,0.14,0.069
2019,Honduras,0.642,1.236,0.828,0.507,0.078,0.246
2019,Kazakhstan,1.173,1.508,0.729,0.41,0.096,0.146
2019,Bolivia,0.776,1.209,0.706,0.511,0.064,0.137
2019,Hungary,1.201,1.41,0.828,0.199,0.02,0.081
2019,Paraguay,0.855,1.475,0.777,0.514,0.08,0.184
2019,Peru,0.96,1.274,0.854,0.455,0.027,0.083
2019,Portugal,1.221,1.431,0.999,0.508,0.025,0.047
2019,Pakistan,0.677,0.886,0.535,0.313,0.098,0.22
2019,Russia,1.183,1.452,0.726,0.334,0.031,0.082
2019,Philippines,0.807,1.293,0.657,0.558,0.107,0.117
2019,Serbia,1.004,1.383,0.854,0.282,0.039,0.137
2019,Moldova,0.685,1.328,0.739,0.245,0,0.181
2019,Libya,1.044,1.303,0.673,0.416,0.152,0.133
2019,Montenegro,1.051,1.361,0.871,0.197,0.08,0.142
2019,Tajikistan,0.493,1.098,0.718,0.389,0.144,0.23
2019,Croatia,1.155,1.266,0.914,0.296,0.022,0.119
2019,Hong Kong,1.438,1.277,1.122,0.44,0.287,0.258
2019,Dominican Republic,1.015,1.401,0.779,0.497,0.101,0.113
2019,Bosnia and Herzegovina,0.945,1.212,0.845,0.212,0.006,0.263
2019,Turkey,1.183,1.36,0.808,0.195,0.106,0.083
2019,Malaysia,1.221,1.171,0.828,0.508,0.024,0.26
2019,Belarus,1.067,1.465,0.789,0.235,0.142,0.094
2019,Greece,1.181,1.156,0.999,0.067,0.034,0
2019,Mongolia,0.948,1.531,0.667,0.317,0.038,0.235
2019,Nigeria,0.696,1.111,0.245,0.426,0.041,0.215
2019,Kyrgyzstan,0.551,1.438,0.723,0.508,0.023,0.3
2019,Turkmenistan,1.052,1.538,0.657,0.394,0.028,0.244
2019,Algeria,1.002,1.16,0.785,0.086,0.114,0.073
2019,Morocco,0.801,0.782,0.782,0.418,0.076,0.036
2019,Azerbaijan,1.043,1.147,0.769,0.351,0.182,0.035
2019,Lebanon,0.987,1.224,0.815,0.216,0.027,0.166
2019,Indonesia,0.931,1.203,0.66,0.491,0.028,0.498
2019,China,1.029,1.125,0.893,0.521,0.1,0.058
2019,Vietnam,0.741,1.346,0.851,0.543,0.073,0.147
2019,Bhutan,0.813,1.321,0.604,0.457,0.167,0.37
2019,Cameroon,0.549,0.91,0.331,0.381,0.037,0.187
2019,Bulgaria,1.092,1.513,0.815,0.311,0.004,0.081
2019,Ghana,0.611,0.868,0.486,0.381,0.04,0.245
2019,Ivory Coast,0.569,0.808,0.232,0.352,0.09,0.154
2019,Nepal,0.446,1.226,0.677,0.439,0.089,0.285
2019,Jordan,0.837,1.225,0.815,0.383,0.13,0.11
2019,Benin,0.393,0.437,0.397,0.349,0.082,0.175
2019,Congo (Brazzaville),0.673,0.799,0.508,0.372,0.093,0.105
2019,Gabon,1.057,1.183,0.571,0.295,0.055,0.043
2019,South Africa,0.96,1.351,0.469,0.389,0.055,0.13
2019,Albania,0.947,0.848,0.874,0.383,0.027,0.178
2019,Venezuela,0.96,1.427,0.805,0.154,0.047,0.064
2019,Cambodia,0.574,1.122,0.637,0.609,0.062,0.232
2019,Palestinian Territories,0.657,1.247,0.672,0.225,0.066,0.103
2019,Senegal,0.45,1.134,0.571,0.292,0.072,0.153
2019,Niger,0.138,0.774,0.366,0.318,0.102,0.188
2019,Burkina Faso,0.331,1.056,0.38,0.255,0.113,0.177
2019,Armenia,0.85,1.055,0.815,0.283,0.064,0.095
2019,Iran,1.1,0.842,0.785,0.305,0.125,0.27
2019,Guinea,0.38,0.829,0.375,0.332,0.086,0.207
2019,Georgia,0.886,0.666,0.752,0.346,0.164,0.043
2019,Kenya,0.512,0.983,0.581,0.431,0.053,0.372
2019,Mauritania,0.57,1.167,0.489,0.066,0.088,0.106
2019,Tunisia,0.921,1,0.815,0.167,0.055,0.059
2019,Bangladesh,0.562,0.928,0.723,0.527,0.143,0.166
2019,Iraq,1.043,0.98,0.574,0.241,0.089,0.148
2019,Congo (Kinshasa),0.094,1.125,0.357,0.269,0.053,0.212
2019,Mali,0.385,1.105,0.308,0.327,0.052,0.153
2019,Sierra Leone,0.268,0.841,0.242,0.309,0.045,0.252
2019,Sri Lanka,0.949,1.265,0.831,0.47,0.047,0.244
2019,Myanmar,0.71,1.181,0.555,0.525,0.172,0.566
2019,Chad,0.35,0.766,0.192,0.174,0.078,0.198
2019,Ukraine,0.82,1.39,0.739,0.178,0.01,0.187
2019,Ethiopia,0.336,1.033,0.532,0.344,0.1,0.209
2019,Uganda,0.332,1.069,0.443,0.356,0.06,0.252
2019,Egypt,0.913,1.039,0.644,0.241,0.067,0.076
2019,Zambia,0.578,1.058,0.426,0.431,0.087,0.247
2019,Togo,0.275,0.572,0.41,0.293,0.085,0.177
2019,India,0.755,0.765,0.588,0.498,0.085,0.2
2019,Liberia,0.073,0.922,0.443,0.37,0.033,0.233
2019,Madagascar,0.274,0.916,0.555,0.148,0.041,0.169
2019,Burundi,0.046,0.447,0.38,0.22,0.18,0.176
2019,Zimbabwe,0.366,1.114,0.433,0.361,0.089,0.151
2019,Haiti,0.323,0.688,0.449,0.026,0.11,0.419
2019,Botswana,1.041,1.145,0.538,0.455,0.1,0.025
2019,Syria,0.619,0.378,0.44,0.013,0.141,0.331
2019,Malawi,0.191,0.56,0.495,0.443,0.089,0.218
2019,Yemen,0.287,1.163,0.463,0.143,0.077,0.108
2019,Rwanda,0.359,0.711,0.614,0.555,0.411,0.217
2019,Tanzania,0.476,0.885,0.499,0.417,0.147,0.276
2019,Afghanistan,0.35,0.517,0.361,0,0.025,0.158
2019,World Average,0.93472028,1.230321678,0.750755245,0.39551049,0.110594406,0.184174825